batch,seq_len,d_model,kernel_ms,naive_ms,ref2_ms,ref2_label,ref3_ms,ref3_label,kernel_tops,naive_tops,ref2_tops,ref3_tops,kernel_util_pct,naive_util_pct,kernel_bw_util_pct,naive_bw_util_pct,speedup_vs_naive,speedup_vs_ref2,speedup_vs_ref3,kernel_max_err,kernel_mean_err
8,512,512,0.07800832003355027,0.2540748804807663,0.0696934412419796,FlashAttn-2,,,55.057810425257145,16.90433657933033,61.6265636975455,,13.235050582994507,4.063542446954406,8.968435728403255,21.232335936658878,3.2570228454028025,0.8934103594591634,,0.0009765625,3.5654258681461215e-05
8,1024,512,0.22986751943826675,0.8103731262683869,0.16105471730232238,FlashAttn-2,,,74.73813275569725,21.199949291396184,106.67100890780472,,17.965897297042606,5.096141656585621,6.0870940462686445,23.964974832014377,3.5253920529908567,0.7006414725138027,,0.000732421875,2.5817040295805782e-05
8,2048,512,0.7852441716194153,2.861260838508606,0.42280959725379946,FlashAttn-2,,,87.51351391030292,24.0172010224063,162.53055082557606,,21.036902382284357,5.77336563038613,3.563796484137112,25.641354588330685,3.643784878540142,0.5384434708784095,,0.000732421875,1.8596439986140467e-05
8,4096,512,2.2881280040740966,12.784824352264405,1.5353855729103087,FlashAttn-2,,,120.13222444486048,21.500327213749678,179.02858525821074,,28.87793856847608,5.1683478879205955,2.4460610709048503,22.279152370558034,5.587460286094376,0.67102258710024,,0.000396728515625,1.330318355030613e-05
8,512,1024,0.11175936058163644,0.2502451196312904,0.09304064154624939,FlashAttn-2,,,76.86098548967041,34.32608238137213,92.32454171900832,,18.476198435016926,8.251462110906763,12.29371749516456,25.868731698180365,2.239142370973882,0.832508713919192,,0.001953125,4.321590677136555e-05
8,1024,1024,0.352399360537529,0.815329282283783,0.21958656013011932,FlashAttn-2,,,97.50227218230391,42.14216159605656,156.47468746556993,,23.43804619766921,10.130327306744366,7.797619180325101,26.46588725636591,2.313651423884902,0.6231184977043518,,0.0009765625,3.1550640414934605e-05
8,2048,1024,1.18093825340271,3.0703616094589234,0.743956481218338,FlashAttn-2,,,116.3811512379997,44.76311619080603,184.74058220035064,,27.97623827836531,10.760364468943758,4.653716661212578,25.300696199083994,2.599934078358544,0.6299706856600932,,0.0009765625,2.2783980966778472e-05
8,4096,1024,4.257566719055176,13.520240650177001,2.7846656131744383,FlashAttn-2,,,129.12441546189083,40.66168850927981,197.42255992499375,,31.039522947569914,9.774444353192264,2.5816398841745314,21.705709425798734,3.175579278573787,0.6540509631267508,,0.00048828125,1.6309113561874256e-05
8,512,2048,0.23449600130319595,0.27742208302021026,0.15310848265886307,FlashAttn-2,,,73.26295155791152,61.92682643345462,112.20716766084091,,17.61128643219027,14.886256354195822,11.610384804682306,31.112754438029853,1.1830567748637737,0.6529257719021768,,0.0009765625,3.5765602660831064e-05
8,1024,2048,0.6525337636470795,0.931389434337616,0.40658944368362426,FlashAttn-2,,,105.31175636325644,73.78167950216421,169.01441442604707,,25.31532604885972,17.735980649558705,8.344668006365081,27.80157738475842,1.4273428996715556,0.6230933421914497,,0.000732421875,2.587843846413307e-05
8,2048,2048,2.250567650794983,3.4999705076217653,1.48944899559021,FlashAttn-2,,,122.1371447540815,78.53720662657237,184.5500636529529,,29.359890565884978,18.879136208310666,4.838937073191593,24.661251075968522,1.5551501001915884,0.6618103637382693,,0.000732421875,1.856644121289719e-05
8,4096,2048,8.080076808929443,15.470817222595215,5.568020553588867,FlashAttn-2,,,136.07687820008212,71.07004187019656,197.46903180292855,,32.71078802886589,17.08414468033571,2.695606860846279,20.084856587613327,1.914686900686158,0.6891049039825394,,0.0003662109375,1.3255943486001343e-05
