seq_len,ours_ms,sage_ms,fa2_ms,ours_cos,sage_cos,fa2_cos,speedup_vs_sage,speedup_vs_fa2
512,0.07655424207448959,0.27486207723617556,0.06877184078097344,0.9999459981918335,0.9999215602874756,0.9999997615814209,3.590422552531138,0.8983413448735651
1024,0.22736895948648453,0.3706470423936844,0.16013311803340913,0.9999448657035828,0.9999195337295532,0.9999998807907104,1.6301567427268662,0.7042875087042297
2048,0.7792435193061829,0.6627737581729889,0.419409915804863,0.9999445676803589,0.9999191164970398,0.9999998807907104,0.8505348350706908,0.5382270181448465
4096,2.280366039276123,1.7303347301483154,1.5210086607933044,0.9999443292617798,0.9999186992645264,0.9999998807907104,0.7587969213475881,0.6670019788911309
